R~degree	-0.04903
R=genes.4	-0.04900
R~virulence	-0.04900
_^took^all	-0.04900
_^took^all^five	-0.04900
_^took^all^five^genes	-0.04900
although^_^took	-0.04900
although^_^took^all	-0.04900
although^_^took^all^five	-0.04900
out^that^although^_	-0.04900
out^that^although^_^took	-0.04900
that^although^_	-0.04900
that^although^_^took	-0.04900
that^although^_^took^all	-0.04900
turned^out^that^although^_	-0.04900
L=tough.2	-0.04896
R~000-ruble	-0.04892
R~lifted	-0.04892
_^is^not^yet	-0.04892
_^is^not^yet^clear	-0.04892
talk^about^_^,	-0.04887
to^talk^about^_^,	-0.04887
,^_^is^probable	-0.04886
,^_^is^probable^that	-0.04886
R=probable.2	-0.04886
R=thorough.5	-0.04886
R~calm	-0.04886
R~dispute	-0.04886
R~probable	-0.04886
R~thorough	-0.04886
_^is^probable	-0.04886
_^is^probable^that	-0.04886
_^is^probable^that^a	-0.04886
have^not^,^_	-0.04886
have^not^,^_^is	-0.04886
not^,^_	-0.04886
not^,^_^is	-0.04886
not^,^_^is^probable	-0.04886
you^have^not^,^_	-0.04886
_^will^be	-0.04882
NE^said^_^was^possible	-0.04878
R=obstacles.5	-0.04878
R~obstacles	-0.04878
_^was^possible^to	-0.04878
_^was^possible^to^overcome	-0.04878
said^_^was^possible	-0.04878
said^_^was^possible^to	-0.04878
which^NE^NE^said^_	-0.04878
R=five.3	-0.04863
R=against.3	-0.04859
R=prove.2	-0.04852
R~whipsawed	-0.04852
_^may^prove	-0.04852
_^may^prove^to	-0.04852
_^may^prove^to^be	-0.04852
``^_^may^prove	-0.04852
``^_^may^prove^to	-0.04852
jobs^that^``^_	-0.04852
jobs^that^``^_^may	-0.04852
manufacturing^jobs^that^``^_	-0.04852
that^``^_^may	-0.04852
that^``^_^may^prove	-0.04852
,^_^is^barely	-0.04851
,^_^is^barely^begun	-0.04851
In^fact^,^_	-0.04851
In^fact^,^_^is	-0.04851
L=fact.2	-0.04851
_^is^barely	-0.04851
_^is^barely^begun	-0.04851
_^is^barely^begun^for	-0.04851
fact^,^_	-0.04851
fact^,^_^is	-0.04851
fact^,^_^is^barely	-0.04851
R~the	-0.04849
R=did.5	-0.04844
R=plunge.3	-0.04844
_^was^the^plunge	-0.04844
_^was^the^plunge^that	-0.04844
``^_^was^the^plunge	-0.04844
R~dearth	-0.04835
While^_^is	-0.04835
While^_^is^still	-0.04835
While^_^is^still^too	-0.04835
_^is^still^too	-0.04835
_^is^still^too^early	-0.04835
R~versions	-0.04828
R=far.2	-0.04804
R=to.5	-0.04803
R=had.2	-0.04768
,^also^thinks^_	-0.04764
,^also^thinks^_^makes	-0.04764
NE^,^also^thinks^_	-0.04764
_^makes^sense^to	-0.04764
_^makes^sense^to^have	-0.04764
also^thinks^_	-0.04764
also^thinks^_^makes	-0.04764
also^thinks^_^makes^sense	-0.04764
thinks^_^makes	-0.04764
thinks^_^makes^sense	-0.04764
thinks^_^makes^sense^to	-0.04764
,^and^that^_	-0.04758
R=NE.5	-0.04750
R=inning.4	-0.04733
R=ninth.3	-0.04733
R~inning	-0.04733
R~ninth	-0.04733
R~playoff	-0.04733
R~three-game	-0.04733
_^was^the^ninth	-0.04733
_^was^the^ninth^inning	-0.04733
made^_^clear	-0.04732
R~lasts	-0.04720
_^is^not^going	-0.04720
_^is^not^going^to	-0.04720
R=expensive.4	-0.04711
R~questions	-0.04709
R=between.5	-0.04695
,^nobody^can^do^_	-0.04691
L=estimate.2	-0.04691
R=like.1	-0.04691
R~affluent	-0.04691
R~butt	-0.04691
R~wish	-0.04691
_^like^NE	-0.04691
_^like^NE^or	-0.04691
_^like^NE^or^NE	-0.04691
can^do^_^like	-0.04691
can^do^_^like^NE	-0.04691
do^_^like	-0.04691
do^_^like^NE	-0.04691
do^_^like^NE^or	-0.04691
estimate^what^_	-0.04691
estimate^what^_^would	-0.04691
estimate^what^_^would^cost	-0.04691
information^to^estimate^what^_	-0.04691
nobody^can^do^_	-0.04691
nobody^can^do^_^like	-0.04691
to^estimate^what^_	-0.04691
to^estimate^what^_^would	-0.04691
R=what.5	-0.04687
R=quickest.5	-0.04684
R~pollster	-0.04684
R~quickest	-0.04684
_^was^one	-0.04684
_^was^one^of	-0.04684
_^was^one^of^the	-0.04684
``^_^was^one	-0.04684
``^_^was^one^of	-0.04684
about^_^,	-0.04674
R=worse.5	-0.04653
_^is^easier	-0.04653
_^is^easier^to	-0.04653
_^is^easier^to^get	-0.04653
``^_^is^easier	-0.04653
``^_^is^easier^to	-0.04653
R~pickers	-0.04644
_^is^interesting^to^see	-0.04644
R~weight	-0.04629
R~moment	-0.04620
R~venture	-0.04616
R=attitude.4	-0.04614
R=wait-and-see.3	-0.04614
R~wait-and-see	-0.04614
_^is^a^wait-and-see	-0.04614
_^is^a^wait-and-see^attitude	-0.04614
``^_^is^a^wait-and-see	-0.04614
,^_^turns	-0.04611
R~themselves	-0.04611
R~damaged	-0.04602
R=school.4	-0.04601
_^easy^for	-0.04601
_^easy^for^the	-0.04601
_^easy^for^the^school	-0.04601
just^want^to^make^_	-0.04601
make^_^easy	-0.04601
make^_^easy^for	-0.04601
make^_^easy^for^the	-0.04601
to^make^_^easy	-0.04601
to^make^_^easy^for	-0.04601
want^to^make^_	-0.04601
want^to^make^_^easy	-0.04601
R~community	-0.04596
R~suddenly	-0.04594
R=develop.5	-0.04593
_^would^be^possible	-0.04593
_^would^be^possible^to	-0.04593
flexible^system^under^which^_	-0.04593
system^under^which^_	-0.04593
system^under^which^_^would	-0.04593
under^which^_^would^be	-0.04593
which^_^would^be	-0.04593
which^_^would^be^possible	-0.04593
R=sounded.1	-0.04589
R~recalls	-0.04589
R~sounded	-0.04589
_^sounded^like	-0.04589
_^sounded^like^something	-0.04589
_^sounded^like^something^out	-0.04589
``^_^sounded	-0.04589
``^_^sounded^like	-0.04589
``^_^sounded^like^something	-0.04589
NE^_^,^''	-0.04572
NE^_^,^''^he	-0.04572
R~handed	-0.04572
``^NE^_^,^''	-0.04572
,^_^should^be^that	-0.04553
L=comfortable.2	-0.04553
R=easier.5	-0.04553
_^should^be^that	-0.04553
_^should^be^that^much	-0.04553
comfortable^,^_	-0.04553
comfortable^,^_^should	-0.04553
comfortable^,^_^should^be	-0.04553
feel^comfortable^,^_	-0.04553
feel^comfortable^,^_^should	-0.04553
sides^feel^comfortable^,^_	-0.04553
R~addicts	-0.04540
_^turned^out^that	-0.04539
R=attract.4	-0.04537
_^more^difficult^to^attract	-0.04537
believes^would^make^_	-0.04537
believes^would^make^_^more	-0.04537
community^believes^would^make^_	-0.04537
make^_^more	-0.04537
make^_^more^difficult	-0.04537
make^_^more^difficult^to	-0.04537
would^make^_^more	-0.04537
would^make^_^more^difficult	-0.04537
R~call	-0.04516
R~gone	-0.04491
R~rest	-0.04491
,^_^is^doubtful	-0.04489
,^_^is^doubtful^any	-0.04489
R=collaboration.5	-0.04489
R=viable.4	-0.04489
R~collaboration	-0.04489
R~viable	-0.04489
_^is^doubtful^any	-0.04489
_^is^doubtful^any^viable	-0.04489
direction^,^_	-0.04489
direction^,^_^is	-0.04489
direction^,^_^is^doubtful	-0.04489
in^this^direction^,^_	-0.04489
this^direction^,^_	-0.04489
this^direction^,^_^is	-0.04489
L=writing.2	-0.04483
R=none.4	-0.04483
R~guide	-0.04483
R~masters	-0.04483
_^is^surprising^that^none	-0.04483
book^writing^,^_	-0.04483
book^writing^,^_^is	-0.04483
for^book^writing^,^_	-0.04483
writing^,^_	-0.04483
writing^,^_^is	-0.04483
writing^,^_^is^surprising	-0.04483
R~finding	-0.04482
L=Though.1	-0.04480
Though^_^is	-0.04480
R~various	-0.04476
R=full.2	-0.04471
R~instead	-0.04454
But^_^is^just^as	-0.04451
R=plausible.4	-0.04451
R~mess	-0.04451
R~mired	-0.04451
_^is^just^as	-0.04451
_^is^just^as^plausible	-0.04451
R=might.1	-0.04443
R=eating.4	-0.04437
R~bread	-0.04437
_^means^we	-0.04437
_^means^we^'re	-0.04437
_^means^we^'re^eating	-0.04437
``^_^means^we	-0.04437
``^_^means^we^'re	-0.04437
R~would	-0.04424
R~chilled	-0.04420
R~justices	-0.04420
_^much^harder	-0.04420
_^much^harder^to	-0.04420
_^much^harder^to^win	-0.04420
direction^to^make^_	-0.04420
direction^to^make^_^much	-0.04420
make^_^much	-0.04420
make^_^much^harder	-0.04420
make^_^much^harder^to	-0.04420
reversed^direction^to^make^_	-0.04420
to^make^_^much	-0.04420
to^make^_^much^harder	-0.04420
R~se	-0.04402
R~teaching	-0.04402
_^is^not^as	-0.04402
_^is^not^as^if	-0.04402
``^_^is^not^as	-0.04402
R=stock.5	-0.04401
R~default	-0.04393
R~taxpayers	-0.04385
_^is^almost	-0.04382
As^he^sums^_	-0.04374
As^he^sums^_^up	-0.04374
L=sums.1	-0.04374
_^up^;	-0.04374
_^up^;^``	-0.04374
_^up^;^``^NE	-0.04374
he^sums^_	-0.04374
he^sums^_^up	-0.04374
he^sums^_^up^;	-0.04374
sums^_^up	-0.04374
sums^_^up^;	-0.04374
sums^_^up^;^``	-0.04374
R~original	-0.04373
R~mail	-0.04365
,^but^_^proves	-0.04362
,^but^_^proves^to	-0.04362
R=proves.1	-0.04362
R~stayed	-0.04362
_^proves^to	-0.04362
_^proves^to^me	-0.04362
_^proves^to^me^that	-0.04362
but^_^proves	-0.04362
but^_^proves^to	-0.04362
but^_^proves^to^me	-0.04362
majors^,^but^_	-0.04362
majors^,^but^_^proves	-0.04362
the^majors^,^but^_	-0.04362
R='m.4	-0.04359
R=default.4	-0.04355
R=rates.5	-0.04355
_^is^surprising^that^default	-0.04355
credit^programs^,^_	-0.04355
credit^programs^,^_^is	-0.04355
most^credit^programs^,^_	-0.04355
programs^,^_^is	-0.04355
programs^,^_^is^surprising	-0.04355
R~gotten	-0.04353
R~bond	-0.04341
R=begun.3	-0.04329
L=suggested.2	-0.04323
NE^NE^suggested^that^_	-0.04323
NE^suggested^that^_	-0.04323
NE^suggested^that^_^was	-0.04323
R~booming	-0.04323
R~cycle	-0.04323
R~peak	-0.04323
_^was^risky	-0.04323
_^was^risky^to	-0.04323
_^was^risky^to^claim	-0.04323
suggested^that^_	-0.04323
suggested^that^_^was	-0.04323
suggested^that^_^was^risky	-0.04323
that^_^was^risky	-0.04323
that^_^was^risky^to	-0.04323
;^_^turned	-0.04313
;^_^turned^out	-0.04313
;^_^turned^out^that	-0.04313
L=identical.2	-0.04313
R~observing	-0.04313
R~unknowingly	-0.04313
_^turned^out^that^in	-0.04313
identical^;^_	-0.04313
identical^;^_^turned	-0.04313
identical^;^_^turned^out	-0.04313
two^were^identical^;^_	-0.04313
were^identical^;^_	-0.04313
were^identical^;^_^turned	-0.04313
R~assured	-0.04303
,^_^should^be^noted	-0.04292
L=marriage.2	-0.04292
R=noted.3	-0.04292
R~college-bound	-0.04292
_^should^be^noted	-0.04292
_^should^be^noted^)	-0.04292
marriage^,^_	-0.04292
marriage^,^_^should	-0.04292
marriage^,^_^should^be	-0.04292
of^marriage^,^_	-0.04292
of^marriage^,^_^should	-0.04292
years^of^marriage^,^_	-0.04292
even^if^_	-0.04291
,^``^_^is^unnecessary	-0.04287
R~judgment	-0.04287
R~merits	-0.04287
_^is^unnecessary	-0.04287
_^is^unnecessary^that	-0.04287
_^is^unnecessary^that^there	-0.04287
``^_^is^unnecessary	-0.04287
``^_^is^unnecessary^that	-0.04287
accord^,^``^_	-0.04287
accord^,^``^_^is	-0.04287
research^accord^,^``^_	-0.04287
NE^contend^that^_	-0.04286
NE^contend^that^_^is	-0.04286
R~hinder	-0.04286
contend^that^_^is	-0.04286
contend^that^_^is^too	-0.04286
in^NE^contend^that^_	-0.04286
that^_^is^too^soon	-0.04286
R~invest	-0.04284
L=risen.2	-0.04279
R=drop.5	-0.04279
R~bookings	-0.04279
R~civilian	-0.04279
R~declines	-0.04279
_^not^been^for^a	-0.04279
have^risen^had^_	-0.04279
have^risen^had^_^not	-0.04279
risen^had^_	-0.04279
risen^had^_^not	-0.04279
risen^had^_^not^been	-0.04279
would^have^risen^had^_	-0.04279
R~longer	-0.04273
R~play	-0.04273
R~prove	-0.04273
I^could^not^do^_	-0.04236
_^again^,	-0.04236
_^again^,^''	-0.04236
_^again^,^''^he	-0.04236
could^not^do^_	-0.04236
could^not^do^_^again	-0.04236
do^_^again^,	-0.04236
do^_^again^,^''	-0.04236
not^do^_^again	-0.04236
not^do^_^again^,	-0.04236
R~military	-0.04233
R~improve	-0.04228
R~owning	-0.04223
R~jobs	-0.04220
L=although.1	-0.04209
's^president^,^puts^_	-0.04199
,^puts^_^,	-0.04199
,^puts^_^,^``	-0.04199
_^,^``^NE	-0.04199
_^,^``^NE^some	-0.04199
president^,^puts^_	-0.04199
president^,^puts^_^,	-0.04199
puts^_^,^``	-0.04199
puts^_^,^``^NE	-0.04199
R~action	-0.04186
R=respected.3	-0.04178
R=said.3	-0.04178
R~conservative	-0.04178
R~improvement	-0.04178
R~moderate	-0.04178
R~respected	-0.04178
_^can^be^said	-0.04178
_^can^be^said^that	-0.04178
_^clear^they	-0.04178
_^clear^they^respected	-0.04178
_^clear^they^respected^NE	-0.04178
``^_^can^be	-0.04178
``^_^can^be^said	-0.04178
aides^made^_	-0.04178
aides^made^_^clear	-0.04178
aides^made^_^clear^they	-0.04178
and^his^aides^made^_	-0.04178
his^aides^made^_	-0.04178
his^aides^made^_^clear	-0.04178
made^_^clear^they	-0.04178
made^_^clear^they^respected	-0.04178
R~term	-0.04167
,^_^would^be^irresponsible	-0.04158
Indeed^,^_	-0.04158
Indeed^,^_^would	-0.04158
Indeed^,^_^would^be	-0.04158
L=Indeed.2	-0.04158
R=ignore.5	-0.04158
_^would^be^irresponsible^to	-0.04158
L=Yet.1	-0.04154
R=imagine.4	-0.04154
R~imagine	-0.04154
R~racing	-0.04154
Yet^_^is	-0.04154
Yet^_^is^difficult	-0.04154
Yet^_^is^difficult^to	-0.04154
_^is^difficult^to^imagine	-0.04154
_^is^unclear^whether	-0.04145
R~mid-October	-0.04144
R~repeats	-0.04144
R~shocks	-0.04144
R~sold	-0.04144
_^is^quite^likely	-0.04144
_^is^quite^likely^we	-0.04144
_^easier^for^the^NE	-0.04131
make^_^easier^for^the	-0.04131
R~insofar	-0.04128
R=trade.4	-0.04119
think^_^was	-0.04116
Analysts^also^say^_	-0.04107
Analysts^also^say^_^is	-0.04107
R=inevitable.2	-0.04107
R~inevitable	-0.04107
_^is^inevitable	-0.04107
_^is^inevitable^that	-0.04107
_^is^inevitable^that^NE	-0.04107
also^say^_	-0.04107
also^say^_^is	-0.04107
also^say^_^is^inevitable	-0.04107
say^_^is^inevitable	-0.04107
say^_^is^inevitable^that	-0.04107
_^,^''^NE	-0.04101
_^,^''^NE^NE	-0.04101
if^_^is^not	-0.04100
R=question.3	-0.04099
R=timing.5	-0.04099
R~timing	-0.04099
_^is^a^question	-0.04099
_^is^a^question^of	-0.04099
``^_^is^a^question	-0.04099
R~construction	-0.04095
R~cope	-0.04092
R~mostly	-0.04087
R~transporting	-0.04087
,^puts^_^;	-0.04086
,^puts^_^;^``	-0.04086
puts^_^;	-0.04086
puts^_^;^``	-0.04086
puts^_^;^``^NE	-0.04086
L=feeling.1	-0.04083
NE^a^good^feeling^_	-0.04083
_^would^be^for	-0.04083
_^would^be^for^me	-0.04083
a^good^feeling^_	-0.04083
a^good^feeling^_^would	-0.04083
feeling^_^would	-0.04083
feeling^_^would^be	-0.04083
feeling^_^would^be^for	-0.04083
good^feeling^_	-0.04083
good^feeling^_^would	-0.04083
good^feeling^_^would^be	-0.04083
R~factors	-0.04081
_^was^just^another	-0.04081
_^was^just^another^one	-0.04081
R~waiting	-0.04078
R~attracts	-0.04077
R~big-time	-0.04077
R~grown	-0.04077
_^is^a^problem	-0.04077
_^is^a^problem^common	-0.04077
R~plunge	-0.04074
R=then.3	-0.04063
R~earthquakes	-0.04063
R~imperiled	-0.04063
_^is^possible^then	-0.04063
_^is^possible^then^that	-0.04063
R~mine	-0.04062
L=fortunate.1	-0.04060
_^was^that^we	-0.04060
_^was^that^we^made	-0.04060
fortunate^_^was	-0.04060
fortunate^_^was^that	-0.04060
fortunate^_^was^that^we	-0.04060
how^fortunate^_	-0.04060
how^fortunate^_^was	-0.04060
how^fortunate^_^was^that	-0.04060
of^how^fortunate^_	-0.04060
of^how^fortunate^_^was	-0.04060
thought^of^how^fortunate^_	-0.04060
And^_^is^not^clear	-0.04034
NE^did^_	-0.04034
NE^did^_^take	-0.04034
NE^did^_^take^NE	-0.04034
R=take.1	-0.04034
R~apply	-0.04034
R~investigational	-0.04034
R~pace	-0.04034
R~status	-0.04034
_^is^not^clear^that	-0.04034
_^take^NE	-0.04034
_^take^NE^NE	-0.04034
_^take^NE^NE^so	-0.04034
``^NE^did^_	-0.04034
``^NE^did^_^take	-0.04034
did^_^take	-0.04034
did^_^take^NE	-0.04034
did^_^take^NE^NE	-0.04034
,^but^when^_	-0.04033
,^but^when^_^comes	-0.04033
_^comes^down	-0.04033
_^comes^down^to	-0.04033
_^comes^down^to^it	-0.04033
but^when^_	-0.04033
but^when^_^comes	-0.04033
but^when^_^comes^down	-0.04033
shortsighted^,^but^when^_	-0.04033
when^_^comes^down	-0.04033
when^_^comes^down^to	-0.04033
R=true.3	-0.04031
R~overtime	-0.04031
R~sake	-0.04031
R~salarymen	-0.04031
R~solidarity	-0.04031
R~unproductive	-0.04031
_^is^probably^true	-0.04031
_^is^probably^true^that	-0.04031
R=her.5	-0.04030
R~saw	-0.04024
L=other.2	-0.04022
R=almost.2	-0.04022
R=policy.4	-0.04022
R=setting.3	-0.04022
_^comes^to^setting	-0.04022
_^comes^to^setting^policy	-0.04022
each^other^when^_	-0.04022
each^other^when^_^comes	-0.04022
other^when^_	-0.04022
other^when^_^comes	-0.04022
other^when^_^comes^to	-0.04022
trust^each^other^when^_	-0.04022
when^_^comes^to^setting	-0.04022
_^is^more	-0.04015
,^_^was^too	-0.03993
,^_^was^too^late	-0.03993
_^was^too^late	-0.03993
_^was^too^late^to	-0.03993
decided^,^_	-0.03993
decided^,^_^was	-0.03993
decided^,^_^was^too	-0.03993
he^decided^,^_	-0.03993
he^decided^,^_^was	-0.03993
time^he^decided^,^_	-0.03993
R~players	-0.03989
R=big.1	-0.03984
R~movies	-0.03984
R~roles	-0.03984
_^big^in	-0.03984
_^big^in^NE	-0.03984
_^big^in^NE^,	-0.03984
has^yet^to^hit^_	-0.03984
hit^_^big	-0.03984
hit^_^big^in	-0.03984
hit^_^big^in^NE	-0.03984
to^hit^_	-0.03984
to^hit^_^big	-0.03984
to^hit^_^big^in	-0.03984
yet^to^hit^_	-0.03984
yet^to^hit^_^big	-0.03984
R~letter	-0.03973
R~feared	-0.03971
R=investment.5	-0.03969
R~grain	-0.03965
R~pharmaceutical	-0.03959
R~survival	-0.03959
R=bond.5	-0.03945
R~rolled	-0.03945
_^remains^unclear^whether	-0.03945
_^remains^unclear^whether^the	-0.03945
R=terms.5	-0.03942
R~consolidating	-0.03933
R~team	-0.03931
puts^_^,	-0.03908
,^_^may^be^difficult	-0.03900
L=go.2	-0.03900
_^may^be^difficult	-0.03900
_^may^be^difficult^to	-0.03900
down^you^go^,^_	-0.03900
go^,^_	-0.03900
go^,^_^may	-0.03900
go^,^_^may^be	-0.03900
you^go^,^_	-0.03900
you^go^,^_^may	-0.03900
R~transform	-0.03884
R~pursue	-0.03878
R~mills	-0.03876
But^_^is^his	-0.03870
But^_^is^his^portrait	-0.03870
R=portrait.3	-0.03870
R~charlatans	-0.03870
R~dust	-0.03870
R~low-life	-0.03870
R~opium	-0.03870
R~portrait	-0.03870
R~streets	-0.03870
_^is^his	-0.03870
_^is^his^portrait	-0.03870
_^is^his^portrait^of	-0.03870
R~airing	-0.03867
L=would.2	-0.03858
NE^doing^_	-0.03852
NE^doing^_^in	-0.03852
NE^doing^_^in^this	-0.03852
R=manner.3	-0.03852
_^in^this	-0.03852
_^in^this^manner	-0.03852
_^in^this^manner^we	-0.03852
``^NE^doing^_	-0.03852
``^NE^doing^_^in	-0.03852
doing^_^in	-0.03852
doing^_^in^this	-0.03852
doing^_^in^this^manner	-0.03852
R~entertaining	-0.03850
R=comic.3	-0.03848
R~comic	-0.03848
R~master	-0.03848
R~pretend	-0.03848
_^is^just^comic	-0.03848
_^is^just^comic^when	-0.03848
R=other.4	-0.03846
_^to^the^NE	-0.03843
R=mean.3	-0.03841
R~regulators	-0.03840
_^was^reported	-0.03834
'd^love^_	-0.03833
'd^love^_^if	-0.03833
'd^love^_^if^my	-0.03833
I^'d^love^_	-0.03833
I^'d^love^_^if	-0.03833
L='d.2	-0.03833
L=love.1	-0.03833
R=daughter.3	-0.03833
R=if.1	-0.03833
R=something.5	-0.03833
R~daughter	-0.03833
R~seven-year-old	-0.03833
_^if^my	-0.03833
_^if^my^daughter	-0.03833
_^if^my^daughter^had	-0.03833
``^I^'d^love^_	-0.03833
love^_^if	-0.03833
love^_^if^my	-0.03833
love^_^if^my^daughter	-0.03833
R~turning	-0.03820
NE^law^that^makes^_	-0.03816
R=breach.4	-0.03816
R=crime.2	-0.03816
R=test.5	-0.03816
R~breach	-0.03816
_^a^crime	-0.03816
_^a^crime^to	-0.03816
_^a^crime^to^breach	-0.03816
law^that^makes^_	-0.03816
law^that^makes^_^a	-0.03816
makes^_^a^crime	-0.03816
makes^_^a^crime^to	-0.03816
that^makes^_	-0.03816
that^makes^_^a	-0.03816
that^makes^_^a^crime	-0.03816
R~loose	-0.03813
to^make^_^easier^for	-0.03806
,^but^analysts^say^_	-0.03802
R~inspection	-0.03802
_^makes^sense^for	-0.03802
_^makes^sense^for^NE	-0.03802
analysts^say^_^makes	-0.03802
analysts^say^_^makes^sense	-0.03802
but^analysts^say^_	-0.03802
but^analysts^say^_^makes	-0.03802
say^_^makes^sense	-0.03802
say^_^makes^sense^for	-0.03802
R~defensive	-0.03782
R=one.2	-0.03769
L=factors.2	-0.03764
R=direction.5	-0.03764
R=read.3	-0.03764
_^difficult^to^read	-0.03764
_^difficult^to^read^market	-0.03764
factors^make^_	-0.03764
factors^make^_^difficult	-0.03764
factors^make^_^difficult^to	-0.03764
make^_^difficult^to^read	-0.03764
said^three^factors^make^_	-0.03764
three^factors^make^_	-0.03764
three^factors^make^_^difficult	-0.03764
say^_^is	-0.03762
's^turmoil^;^``^_	-0.03750
R=scene.5	-0.03750
R=unhappy.4	-0.03750
R~unhappy	-0.03750
_^is^a^very^unhappy	-0.03750
``^_^is^a^very	-0.03750
turmoil^;^``^_	-0.03750
turmoil^;^``^_^is	-0.03750
R=not.1	-0.03747
R=if.4	-0.03733
R=choose.5	-0.03723
R=unethical.3	-0.03723
R~higher-salaried	-0.03723
R~unethical	-0.03723
_^is^not^unethical	-0.03723
_^is^not^unethical^to	-0.03723
,^``^_^is^now	-0.03714
,^wrote^,^``^_	-0.03714
R=evident.4	-0.03714
R=quite.3	-0.03714
R~chlorofluorocarbons	-0.03714
R~culprits	-0.03714
R~depletion	-0.03714
R~ozone	-0.03714
_^is^now^quite	-0.03714
_^is^now^quite^evident	-0.03714
``^_^is^now^quite	-0.03714
wrote^,^``^_	-0.03714
wrote^,^``^_^is	-0.03714
R~new	-0.03711
R~residents	-0.03706
As^_^stands	-0.03683
As^_^stands^now	-0.03683
As^_^stands^now^,	-0.03683
R=presumes.5	-0.03683
R=stands.1	-0.03683
R~presumes	-0.03683
R~stands	-0.03683
R~unconstitutional	-0.03683
_^stands^now	-0.03683
_^stands^now^,	-0.03683
_^stands^now^,^NE	-0.03683
R~accepted	-0.03682
R=few.5	-0.03680
_^is^surprising^that^so	-0.03680
assumption^is^that^_	-0.03680
assumption^is^that^_^is	-0.03680
is^that^_^is^surprising	-0.03680
that^_^is^surprising	-0.03680
that^_^is^surprising^that	-0.03680
the^assumption^is^that^_	-0.03680
R~younger	-0.03674
,^_^is^widely^assumed	-0.03666
NE^bonds^are^,^_	-0.03666
R=assumed.3	-0.03666
R~assumed	-0.03666
_^is^widely^assumed	-0.03666
_^is^widely^assumed^that	-0.03666
are^,^_	-0.03666
are^,^_^is	-0.03666
are^,^_^is^widely	-0.03666
bonds^are^,^_	-0.03666
bonds^are^,^_^is	-0.03666
R~heads	-0.03661
R=agreed.2	-0.03655
R~exciting	-0.03655
_^just^means	-0.03655
_^just^means^that	-0.03655
_^just^means^that^NE	-0.03655
R~contractor	-0.03650
_^is^an^effort	-0.03650
_^is^an^effort^to	-0.03650
``^_^is^an^effort	-0.03650
R~statement	-0.03643
R=assume.5	-0.03629
R=logical.3	-0.03629
R~assume	-0.03629
_^is^only^logical	-0.03629
_^is^only^logical^to	-0.03629
,^_^is^about	-0.03618
,^_^is^about^time	-0.03618
,^making^_^difficult^to	-0.03618
R=where.4	-0.03618
_^difficult^to^predict	-0.03618
_^difficult^to^predict^where	-0.03618
_^is^about^time	-0.03618
lock^step^,^making^_	-0.03618
making^_^difficult^to	-0.03618
making^_^difficult^to^predict	-0.03618
step^,^making^_	-0.03618
step^,^making^_^difficult	-0.03618
L=When.1	-0.03609
R~ropes	-0.03608
R~promote	-0.03598
R~over-the-counter	-0.03592
R~0000	-0.03583
R~partnership	-0.03580
R~decisions	-0.03542
,^_^is^a	-0.03537
R~reached	-0.03526
R~changed	-0.03504
R~enlarge	-0.03485
R~learning	-0.03485
_^appears^that	-0.03485
_^appears^that^the	-0.03485
_^appears^that^the^only	-0.03485
L=is.1	-0.03484
R~guidelines	-0.03467
R=wait.5	-0.03458
R~dial	-0.03458
R~picking	-0.03458
R~telephone	-0.03458
R~tone	-0.03458
R~wait	-0.03458
_^is^not^uncommon^to	-0.03458
R=additional.4	-0.03455
R~scandal	-0.03439
R~been	-0.03429
L=and.1	-0.03407
R~safe	-0.03405
R~keeps	-0.03401
R~turn	-0.03396
R=seems.2	-0.03389
R~people	-0.03386
L=newspaper.2	-0.03369
R~retraining	-0.03369
R~unemployment	-0.03369
The^newspaper^said^_	-0.03369
The^newspaper^said^_^is	-0.03369
_^is^past	-0.03369
_^is^past^time	-0.03369
_^is^past^time^for	-0.03369
newspaper^said^_	-0.03369
newspaper^said^_^is	-0.03369
newspaper^said^_^is^past	-0.03369
said^_^is^past	-0.03369
said^_^is^past^time	-0.03369
R=someone.3	-0.03358
R=turned.5	-0.03358
R~knife	-0.03358
_^was^like^someone	-0.03358
_^was^like^someone^had	-0.03358
``^_^was^like	-0.03358
``^_^was^like^someone	-0.03358
R~enactment	-0.03353
R~activities	-0.03345
NE^_^is	-0.03340
R=adds.2	-0.03340
_^all^adds	-0.03340
_^all^adds^up	-0.03340
_^all^adds^up^to	-0.03340
R~cosmetic	-0.03336
R~live	-0.03333
R~move	-0.03332
NE^can^do^_	-0.03325
NE^can^do^_^again	-0.03325
_^again^or	-0.03325
_^again^or^you	-0.03325
_^again^or^you^do	-0.03325
believe^NE^can^do^_	-0.03325
can^do^_^again	-0.03325
can^do^_^again^or	-0.03325
do^_^again^or	-0.03325
do^_^again^or^you	-0.03325
Because^_^is	-0.03321
Because^_^is^impossible	-0.03321
Because^_^is^impossible^to	-0.03321
R=gauge.4	-0.03321
R~gauge	-0.03321
R~precise	-0.03321
R~rank	-0.03321
R~walkout	-0.03321
_^is^impossible^to^gauge	-0.03321
R=business.5	-0.03310
R~spurns	-0.03307
_^was^not^clear	-0.03307
_^was^not^clear^how	-0.03307
R~known	-0.03290
R~complex	-0.03277
_^is^good	-0.03263
_^is^good^exercise	-0.03263
_^is^good^exercise^,	-0.03263
``^_^is^good	-0.03263
``^_^is^good^exercise	-0.03263
R~regarding	-0.03262
R~ought	-0.03261
R~defense	-0.03237
R=unnecessary.2	-0.03223
R~input	-0.03221
R~begun	-0.03213
,^making^_	-0.03208
L=without.1	-0.03197
